ID	TYPE	CONCEPT	DOCULECT	TOKENS	COGID	FORM	NOTE	ALIGNMENT
2829	2 xia	讒 (xia)	Zhou	. ɐ m ˩	1415		?	. ɐ m ˩
2830	2 xia	讒 (xia)	Baxter	. ɛ m .	1415		?	. ɛ m .
2831	2 xia	讓 (xia)	Zhou	ĭ a ŋ ˩˥	1416		?	ĭ a ŋ ˩˥
2832	2 xia	讓 (xia)	Baxter	j a ng H	1416		?	j a ng H
2833	2 xia	谷 (xia)	Zhou	. u k .	1417		?	. u k .
2834	2 xia	谷 (xia)	Baxter	. uw k .	1417		?	. uw k .
2835	2 xia	豉 (xia)	Zhou	ĭ e . ˩˥	1418		?	ĭ e . ˩˥
2836	2 xia	豉 (xia)	Baxter	. e . H	1418		?	. e . H
2837	2 xia	豔 (xia)	Zhou	ĭ ɛ m ˩˥	1419		?	ĭ ɛ m ˩˥
2838	2 xia	豔 (xia)	Baxter	. e m H	1419		?	. e m H
2839	2 xia	貞 (xia)	Zhou	ĭ ɛ ŋ ˩	1420		?	ĭ ɛ ŋ ˩
2840	2 xia	貞 (xia)	Baxter	j ie ng .	1420		?	j ie ng .
2841	2 xia	貟 (xia)	Zhou	ĭw ɛ n ˩	1421		?	ĭw ɛ n ˩
2842	2 xia	貟 (xia)	Baxter	jw e n .	1421		?	jw e n .
2843	2 xia	貢 (xia)	Zhou	. u ŋ ˩˥	1422		?	. u ŋ ˩˥
2844	2 xia	貢 (xia)	Baxter	. uw ng H	1422		?	. uw ng H
2845	2 xia	貨 (xia)	Zhou	u ɑ . ˩˥	1423		?	u ɑ . ˩˥
2846	2 xia	貨 (xia)	Baxter	w a . H	1423		?	w a . H
2847	2 xia	貴 (xia)	Zhou	ĭw əi . ˩˥	1424		?	ĭw əi . ˩˥
2848	2 xia	貴 (xia)	Baxter	jw ɨj . H	1424		?	jw ɨj . H
2849	2 xia	買 (xia)	Zhou	. ai . ˥	1425		?	. ai . ˥
2850	2 xia	買 (xia)	Baxter	. ɛ . X	1425		?	. ɛ . X
2851	2 xia	賀 (xia)	Zhou	. ɑ . ˩˥	1426		?	. ɑ . ˩˥
2852	2 xia	賀 (xia)	Baxter	. a . H	1426		?	. a . H
2853	2 xia	賄 (xia)	Zhou	u ɒi . ˥	1427		?	u ɒi . ˥
2854	2 xia	賄 (xia)	Baxter	w oj . X	1427		?	w oj . X
2855	2 xia	賖 (xia)	Zhou	ĭ a . ˩	1428		?	ĭ a . ˩
2856	2 xia	賖 (xia)	Baxter	. æ . .	1428		?	. æ . .
2857	2 xia	賜 (xia)	Zhou	ĭ e . ˩˥	1429		?	ĭ e . ˩˥
2858	2 xia	賜 (xia)	Baxter	ji e . H	1429		?	ji e . H
2859	2 xia	賢 (xia)	Zhou	i e n ˥˩	1430		?	i e n ˥˩
2860	2 xia	賢 (xia)	Baxter	. e n .	1430		?	. e n .
2861	2 xia	賣 (xia)	Zhou	w ai . ˩˥	1431		?	w ai . ˩˥
2862	2 xia	賣 (xia)	Baxter	w ɛ . H	1431		?	w ɛ . H
2863	2 xia	賤 (xia)	Zhou	ĭ ɛ n ˩˥	1432		?	ĭ ɛ n ˩˥
2864	2 xia	賤 (xia)	Baxter	j e n H	1432		?	j e n H
2865	2 xia	質 (xia)	Zhou	ĭ ĕ t .	1433		?	ĭ ĕ t .
2866	2 xia	質 (xia)	Baxter	. i t .	1433		?	. i t .
2867	2 xia	贇 (xia)	Zhou	ĭw ĕ n ˩	1434		?	ĭw ĕ n ˩
2868	2 xia	贇 (xia)	Baxter	w i n .	1434		?	w i n .
2869	2 xia	贍 (xia)	Zhou	ĭ ɛ m ˩˥	1435		?	ĭ ɛ m ˩˥
2870	2 xia	贍 (xia)	Baxter	. e m H	1435		?	. e m H
2871	2 xia	越 (xia)	Zhou	ĭw ɐ t .	1436		?	ĭw ɐ t .
2872	2 xia	越 (xia)	Baxter	j o t .	1436		?	j o t .
2873	2 xia	踵 (xia)	Zhou	ĭw o ŋ ˥	1437		?	ĭw o ŋ ˥
2874	2 xia	踵 (xia)	Baxter	j ow ng X	1437		?	j ow ng X
2875	2 xia	蹇 (xia)	Zhou	ĭ ɛ n ˥	1438		?	ĭ ɛ n ˥
2876	2 xia	蹇 (xia)	Baxter	j e n X	1438		?	j e n X
2877	2 xia	車 (xia)	Zhou	ĭ a . ˥˩	1439		?	ĭ a . ˥˩
2878	2 xia	車 (xia)	Baxter	. æ . .	1439		?	. æ . .
2879	2 xia	軌 (xia)	Zhou	w i . ˥	1440		?	w i . ˥
2880	2 xia	軌 (xia)	Baxter	w ij . X	1440		?	w ij . X
2881	2 xia	軒 (xia)	Zhou	ĭ ɐ n ˩	1441		?	ĭ ɐ n ˩
2882	2 xia	軒 (xia)	Baxter	j o n .	1441		?	j o n .
2883	2 xia	軫 (xia)	Zhou	ĭ ĕ n ˥	1442		?	ĭ ĕ n ˥
2884	2 xia	軫 (xia)	Baxter	. i n X	1442		?	. i n X
2885	2 xia	輸 (xia)	Zhou	ĭ u . ˥˩	1443		?	ĭ u . ˥˩
2886	2 xia	輸 (xia)	Baxter	j u . .	1443		?	j u . .
2887	2 xia	轉 (xia)	Zhou	ĭw ɛ n ˥	1444		?	ĭw ɛ n ˥
2888	2 xia	轉 (xia)	Baxter	jw e n X	1444		?	jw e n X
2889	2 xia	辟 (xia)	Zhou	ĭ ɛ k .	1445		?	ĭ ɛ k .
2890	2 xia	辟 (xia)	Baxter	ji e k .	1445		?	ji e k .
2891	2 xia	辥 (xia)	Zhou	ĭ ɛ t .	1446		?	ĭ ɛ t .
2892	2 xia	辥 (xia)	Baxter	j e t .	1446		?	j e t .
2893	2 xia	辨 (xia)	Zhou	ĭ ɛ n ˥	1447		?	ĭ ɛ n ˥
2894	2 xia	辨 (xia)	Baxter	j e n X	1447		?	j e n X
2895	2 xia	迍 (xia)	Zhou	ĭu ĕ n ˩	1448		?	ĭu ĕ n ˩
2896	2 xia	迍 (xia)	Baxter	w i n .	1448		?	w i n .
2897	2 xia	迥 (xia)	Zhou	i e ŋ ˥	1449		?	i e ŋ ˥
2898	2 xia	迥 (xia)	Baxter	. e ng X	1449		?	. e ng X
2899	2 xia	追 (xia)	Zhou	ĭw i . ˩	1450		?	ĭw i . ˩
2900	2 xia	追 (xia)	Baxter	w ij . .	1450		?	w ij . .
2901	2 xia	送 (xia)	Zhou	. u ŋ ˩˥	1451		?	. u ŋ ˩˥
2902	2 xia	送 (xia)	Baxter	. uw ng H	1451		?	. uw ng H
2903	2 xia	逐 (xia)	Zhou	ĭ u k .	1452		?	ĭ u k .
2904	2 xia	逐 (xia)	Baxter	j uw k .	1452		?	j uw k .
2905	2 xia	連 (xia)	Zhou	ĭ ɛ n ˥˩	1453		?	ĭ ɛ n ˥˩
2906	2 xia	連 (xia)	Baxter	. e n .	1453		?	. e n .
2907	2 xia	逺 (xia)	Zhou	ĭw ɐ n ˥	1454		?	ĭw ɐ n ˥
2908	2 xia	逺 (xia)	Baxter	j o n X	1454		?	j o n X
2909	2 xia	逼 (xia)	Zhou	ĭ ə k .	1455		?	ĭ ə k .
2910	2 xia	逼 (xia)	Baxter	. i k .	1455		?	. i k .
2911	2 xia	遂 (xia)	Zhou	w i . ˩˥	1456		?	w i . ˩˥
2912	2 xia	遂 (xia)	Baxter	w ij . H	1456		?	w ij . H
2913	2 xia	遇 (xia)	Zhou	ĭ u . ˩˥	1457		?	ĭ u . ˩˥
2914	2 xia	遇 (xia)	Baxter	j u . H	1457		?	j u . H
2915	2 xia	運 (xia)	Zhou	ĭ uə n ˩˥	1458		?	ĭ uə n ˩˥
2916	2 xia	運 (xia)	Baxter	j u n H	1458		?	j u n H
2917	2 xia	達 (xia)	Zhou	. ɑ t .	1459		?	. ɑ t .
2918	2 xia	達 (xia)	Baxter	. a t .	1459		?	. a t .
2919	2 xia	遘 (xia)	Zhou	. əu . ˩˥	1460		?	. əu . ˩˥
2920	2 xia	遘 (xia)	Baxter	. uw . H	1460		?	. uw . H
2921	2 xia	遥 (xia)	Zhou	ĭ ɛu . ˥˩	1461		?	ĭ ɛu . ˥˩
2922	2 xia	遥 (xia)	Baxter	. ew . .	1461		?	. ew . .
2923	2 xia	遮 (xia)	Zhou	ĭ a . ˩	1462		?	ĭ a . ˩
2924	2 xia	遮 (xia)	Baxter	. æ . .	1462		?	. æ . .
2925	2 xia	遴 (xia)	Zhou	ĭ ĕ n ˩˥	1463		?	ĭ ĕ n ˩˥
2926	2 xia	遴 (xia)	Baxter	. i n H	1463		?	. i n H
2927	2 xia	遵 (xia)	Zhou	ĭu ĕ n ˩	1464		?	ĭu ĕ n ˩
2928	2 xia	遵 (xia)	Baxter	w i n .	1464		?	w i n .
2929	2 xia	遺 (xia)	Zhou	w i . ˥˩	1465		?	w i . ˥˩
2930	2 xia	遺 (xia)	Baxter	w ij . .	1465		?	w ij . .
2931	2 xia	邀 (xia)	Zhou	ĭ ɛu . ˥˩	1466		?	ĭ ɛu . ˥˩
2932	2 xia	邀 (xia)	Baxter	j ew . .	1466		?	j ew . .
2933	2 xia	邁 (xia)	Zhou	w æi . ˩˥	1467		?	w æi . ˩˥
2934	2 xia	邁 (xia)	Baxter	w æj . H	1467		?	w æj . H
2935	2 xia	還 (xia)	Zhou	w a n ˥˩	1468		?	w a n ˥˩
2936	2 xia	還 (xia)	Baxter	w æ n .	1468		?	w æ n .
2937	2 xia	邪 (xia)	Zhou	ĭ a . ˥˩	1469		?	ĭ a . ˥˩
2938	2 xia	邪 (xia)	Baxter	j æ . .	1469		?	j æ . .
2939	2 xia	郎 (xia)	Zhou	. ɑ ŋ ˥˩	1470		?	. ɑ ŋ ˥˩
2940	2 xia	郎 (xia)	Baxter	. a ng .	1470		?	. a ng .
2941	2 xia	郢 (xia)	Zhou	ĭ ɛ ŋ ˥	1471		?	ĭ ɛ ŋ ˥
2942	2 xia	郢 (xia)	Baxter	. e ng X	1471		?	. e ng X
2943	2 xia	郭 (xia)	Zhou	u ɑ k .	1472		?	u ɑ k .
2944	2 xia	郭 (xia)	Baxter	w a k .	1472		?	w a k .
2945	2 xia	都 (xia)	Zhou	. u . ˥˩	1473		?	. u . ˥˩
2946	2 xia	都 (xia)	Baxter	. u . .	1473		?	. u . .
2947	2 xia	鄙 (xia)	Zhou	. i . ˥	1474		?	. i . ˥
2948	2 xia	鄙 (xia)	Baxter	. ij . X	1474		?	. ij . X
2949	2 xia	鄧 (xia)	Zhou	. ə ŋ ˩˥	1475		?	. ə ŋ ˩˥
2950	2 xia	鄧 (xia)	Baxter	w a n .	1475		?	w a n .
2951	2 xia	鄰 (xia)	Zhou	ĭ ĕ n ˩	1476		?	ĭ ĕ n ˩
2952	2 xia	鄰 (xia)	Baxter	. i n .	1476		?	. i n .
2953	2 xia	醉 (xia)	Zhou	w i . ˩˥	1477		?	w i . ˩˥
2954	2 xia	醉 (xia)	Baxter	w ij . H	1477		?	w ij . H
2955	2 xia	里 (xia)	Zhou	ĭ ə . ˥	1478		?	ĭ ə . ˥
2956	2 xia	里 (xia)	Baxter	. i . X	1478		?	. i . X
2957	2 xia	金 (xia)	Zhou	ĭ ĕ m ˩	1479		?	ĭ ĕ m ˩
2958	2 xia	金 (xia)	Baxter	. i m .	1479		?	. i m .
2959	2 xia	針 (xia)	Zhou	ĭ ĕ m ˥˩	1480		?	ĭ ĕ m ˥˩
2960	2 xia	針 (xia)	Baxter	. i m .	1480		?	. i m .
2961	2 xia	鉤 (xia)	Zhou	. əu . ˩	1481		?	. əu . ˩
2962	2 xia	鉤 (xia)	Baxter	. uw . .	1481		?	. uw . .
2963	2 xia	銀 (xia)	Zhou	ĭ ĕ n ˥˩	1482		?	ĭ ĕ n ˥˩
2964	2 xia	銀 (xia)	Baxter	. i n .	1482		?	. i n .
2965	2 xia	銜 (xia)	Zhou	. a m ˥˩	1483		?	. a m ˥˩
2966	2 xia	銜 (xia)	Baxter	. æ m .	1483		?	. æ m .
2967	2 xia	錦 (xia)	Zhou	ĭ ĕ m ˥	1484		?	ĭ ĕ m ˥
2968	2 xia	錦 (xia)	Baxter	. i m X	1484		?	. i m X
2969	2 xia	錽 (xia)	Zhou	ĭw ɐ m ˥	1485		?	ĭw ɐ m ˥
2970	2 xia	錽 (xia)	Baxter	j o m X	1485		?	j o m X
2971	2 xia	钁 (xia)	Zhou	ĭw a k .	1486		?	ĭw a k .
2972	2 xia	钁 (xia)	Baxter	j a k .	1486		?	j a k .
2973	2 xia	開 (xia)	Zhou	. ɒi . ˥˩	1487		?	. ɒi . ˥˩
2974	2 xia	開 (xia)	Baxter	. oj . .	1487		?	. oj . .
2975	2 xia	閒 (xia)	Zhou	. æ n ˥˩	1488		?	. æ n ˥˩
2976	2 xia	閒 (xia)	Baxter	. ɛ n .	1488		?	. ɛ n .
2977	2 xia	閠 (xia)	Zhou	ĭu ĕ n ˩˥	1489		?	ĭu ĕ n ˩˥
2978	2 xia	閠 (xia)	Baxter	w i n H	1489		?	w i n H
2979	2 xia	閤 (xia)	Zhou	. ɒ p .	1490		?	. ɒ p .
2980	2 xia	閤 (xia)	Baxter	. o p .	1490		?	. o p .
2981	2 xia	闃 (xia)	Zhou	iw e k .	1491		?	iw e k .
2982	2 xia	闃 (xia)	Baxter	w e k .	1491		?	w e k .
2983	2 xia	關 (xia)	Zhou	w a n ˩	1492		?	w a n ˩
2984	2 xia	關 (xia)	Baxter	w æ n .	1492		?	w æ n .
2985	2 xia	陌 (xia)	Zhou	. ɐ k .	1493		?	. ɐ k .
2986	2 xia	陌 (xia)	Baxter	. æ k .	1493		?	. æ k .
2987	2 xia	陵 (xia)	Zhou	ĭ ə ŋ ˥˩	1494		?	ĭ ə ŋ ˥˩
2988	2 xia	陵 (xia)	Baxter	. i ng .	1494		?	. i ng .
2989	2 xia	隅 (xia)	Zhou	ĭ u . ˥˩	1495		?	ĭ u . ˥˩
2990	2 xia	隅 (xia)	Baxter	j u . .	1495		?	j u . .
2991	2 xia	隊 (xia)	Zhou	u ɒi . ˩˥	1496		?	u ɒi . ˩˥
2992	2 xia	隊 (xia)	Baxter	w oj . H	1496		?	w oj . H
2993	2 xia	隋 (xia)	Zhou	ĭw e . ˥˩	1497		?	ĭw e . ˥˩
2994	2 xia	隋 (xia)	Baxter	jw ie . .	1497		?	jw ie . .
2995	2 xia	隨 (xia)	Zhou	ĭw e . ˥˩	1498		?	ĭw e . ˥˩
2996	2 xia	隨 (xia)	Baxter	jw ie . .	1498		?	jw ie . .
2997	2 xia	險 (xia)	Zhou	ĭ ɛ m ˥	1499		?	ĭ ɛ m ˥
2998	2 xia	險 (xia)	Baxter	j e m X	1499		?	j e m X
2999	2 xia	隱 (xia)	Zhou	ĭ ə n ˥	1500		?	ĭ ə n ˥
3000	2 xia	隱 (xia)	Baxter	j ɨ n X	1500		?	j ɨ n X
3001	2 xia	隴 (xia)	Zhou	ĭw o ŋ ˥	1501		?	ĭw o ŋ ˥
3002	2 xia	隴 (xia)	Baxter	j ow ng X	1501		?	j ow ng X
3003	2 xia	隹 (xia)	Zhou	w i . ˥˩	1502		?	w i . ˥˩
3004	2 xia	隹 (xia)	Baxter	w ij . .	1502		?	w ij . .
3005	2 xia	隻 (xia)	Zhou	ĭ ɛ k .	1503		?	ĭ ɛ k .
3006	2 xia	隻 (xia)	Baxter	. e k .	1503		?	. e k .
3007	2 xia	雅 (xia)	Zhou	. a . ˥	1504		?	. a . ˥
3008	2 xia	雅 (xia)	Baxter	. æ . X	1504		?	. æ . X
3009	2 xia	雉 (xia)	Zhou	. i . ˥	1505		?	. i . ˥
3010	2 xia	雉 (xia)	Baxter	. ij . X	1505		?	. ij . X
3011	2 xia	雙 (xia)	Zhou	. ɔ ŋ ˥˩	1506		?	. ɔ ŋ ˥˩
3012	2 xia	雙 (xia)	Baxter	. æw ng .	1506		?	. æw ng .
3013	2 xia	雞 (xia)	Zhou	i ei . ˩	1507		?	i ei . ˩
3014	2 xia	雞 (xia)	Baxter	. ej . .	1507		?	. ej . .
3015	2 xia	離 (xia)	Zhou	ĭ e . ˩	1508		?	ĭ e . ˩
3016	2 xia	離 (xia)	Baxter	j e . .	1508		?	j e . .
3017	2 xia	雨 (xia)	Zhou	ĭ u . ˥	1509		?	ĭ u . ˥
3018	2 xia	雨 (xia)	Baxter	j u . X	1509		?	j u . X
3019	2 xia	雪 (xia)	Zhou	ĭw ɛ t .	1510		?	ĭw ɛ t .
3020	2 xia	雪 (xia)	Baxter	jw e t .	1510		?	jw e t .
3021	2 xia	電 (xia)	Zhou	i e n ˩˥	1511		?	i e n ˩˥
3022	2 xia	電 (xia)	Baxter	. e n H	1511		?	. e n H
3023	2 xia	霄 (xia)	Zhou	ĭ ɛu . ˥˩	1512		?	ĭ ɛu . ˥˩
3024	2 xia	霄 (xia)	Baxter	ji ew . .	1512		?	ji ew . .
3025	2 xia	霸 (xia)	Zhou	w a . ˩˥	1513		?	w a . ˩˥
3026	2 xia	霸 (xia)	Baxter	w æ . H	1513		?	w æ . H
3027	2 xia	靈 (xia)	Zhou	i e ŋ ˥˩	1514		?	i e ŋ ˥˩
3028	2 xia	靈 (xia)	Baxter	. e ng .	1514		?	. e ng .
3029	2 xia	非 (xia)	Zhou	ĭw əi . ˩	1515		?	ĭw əi . ˩
3030	2 xia	非 (xia)	Baxter	jw ɨj . .	1515		?	jw ɨj . .
3031	2 xia	靡 (xia)	Zhou	ĭ e . ˥	1516		?	ĭ e . ˥
3032	2 xia	靡 (xia)	Baxter	j e . X	1516		?	j e . X
3033	2 xia	面 (xia)	Zhou	ĭ ɛ n ˩˥	1517		?	ĭ ɛ n ˩˥
3034	2 xia	面 (xia)	Baxter	ji e n H	1517		?	ji e n H
3035	2 xia	革 (xia)	Zhou	. æ k .	1518		?	. æ k .
3036	2 xia	革 (xia)	Baxter	. ɛ k .	1518		?	. ɛ k .
3037	2 xia	靳 (xia)	Zhou	ĭ ə n ˩˥	1519		?	ĭ ə n ˩˥
3038	2 xia	靳 (xia)	Baxter	j ɨ n H	1519		?	j ɨ n H
3039	2 xia	韋 (xia)	Zhou	ĭw əi . ˥˩	1520		?	ĭw əi . ˥˩
3040	2 xia	韋 (xia)	Baxter	jw ɨj . .	1520		?	jw ɨj . .
3041	2 xia	韻 (xia)	Zhou	ĭ ə ŋ ˥	1521		?	ĭ ə ŋ ˥
3042	2 xia	韻 (xia)	Baxter	. i ng X	1521		?	. i ng X
3043	2 xia	韽 (xia)	Zhou	. ɐ m ˩˥	1522		?	. ɐ m ˩˥
3044	2 xia	韽 (xia)	Baxter	. ɛ m H	1522		?	. ɛ m H
3045	2 xia	項 (xia)	Zhou	. ɔ ŋ ˥	1523		?	. ɔ ŋ ˥
3046	2 xia	項 (xia)	Baxter	. æw ng X	1523		?	. æw ng X
3047	2 xia	頌 (xia)	Zhou	ĭw o ŋ ˩˥	1524		?	ĭw o ŋ ˩˥
3048	2 xia	頌 (xia)	Baxter	. ow ng H	1524		?	. ow ng H
3049	2 xia	頑 (xia)	Zhou	w æ n ˥˩	1525		?	w æ n ˥˩
3050	2 xia	頑 (xia)	Baxter	w ɛ n .	1525		?	w ɛ n .
3051	2 xia	顔 (xia)	Zhou	. a n ˥˩	1526		?	. a n ˥˩
3052	2 xia	顔 (xia)	Baxter	. æ n .	1526		?	. æ n .
3053	2 xia	願 (xia)	Zhou	ĭw ɐ n ˩˥	1527		?	ĭw ɐ n ˩˥
3054	2 xia	願 (xia)	Baxter	jw o n H	1527		?	jw o n H
3055	2 xia	顚 (xia)	Zhou	i e n ˩	1528		?	i e n ˩
3056	2 xia	顚 (xia)	Baxter	. e n .	1528		?	. e n .
3057	2 xia	類 (xia)	Zhou	w i . ˩˥	1529		?	w i . ˩˥
3058	2 xia	類 (xia)	Baxter	w ij . H	1529		?	w ij . H
3059	2 xia	飲 (xia)	Zhou	ĭ ĕ m ˥	1530		?	ĭ ĕ m ˥
3060	2 xia	飲 (xia)	Baxter	. i m X	1530		?	. i m X
3061	2 xia	駕 (xia)	Zhou	. a . ˩˥	1531		?	. a . ˩˥
3062	2 xia	駕 (xia)	Baxter	. æ . H	1531		?	. æ . H
3063	2 xia	驗 (xia)	Zhou	ĭ ɛ m ˩˥	1532		?	ĭ ɛ m ˩˥
3064	2 xia	驗 (xia)	Baxter	j e m H	1532		?	j e m H
3065	2 xia	骨 (xia)	Zhou	u ə t .	1533		?	u ə t .
3066	2 xia	骨 (xia)	Baxter	w o t .	1533		?	w o t .
3067	2 xia	魚 (xia)	Zhou	ĭ o . ˥˩	1534		?	ĭ o . ˥˩
3068	2 xia	魚 (xia)	Baxter	j o . .	1534		?	j o . .
3069	2 xia	魯 (xia)	Zhou	. u . ˥	1535		?	. u . ˥
3070	2 xia	魯 (xia)	Baxter	. u . X	1535		?	. u . X
3071	2 xia	鳩 (xia)	Zhou	ĭ əu . ˩	1536		?	ĭ əu . ˩
3072	2 xia	鳩 (xia)	Baxter	j uw . .	1536		?	j uw . .
3073	2 xia	鴆 (xia)	Zhou	ĭ ĕ m ˩˥	1537		?	ĭ ĕ m ˩˥
3074	2 xia	鴆 (xia)	Baxter	. i m H	1537		?	. i m H
3075	2 xia	鶪 (xia)	Zhou	iw e k .	1538		?	iw e k .
3076	2 xia	鶪 (xia)	Baxter	w e k .	1538		?	w e k .
3077	2 xia	鹽 (xia)	Zhou	ĭ ɛ m ˩	1539		?	ĭ ɛ m ˩
3078	2 xia	鹽 (xia)	Baxter	j e m .	1539		?	j e m .
3079	2 xia	麥 (xia)	Zhou	w æ k .	1540		?	w æ k .
3080	2 xia	麥 (xia)	Baxter	w ɛ k .	1540		?	w ɛ k .
3081	2 xia	黃 (xia)	Zhou	u ɑ ŋ ˥˩	1541		?	u ɑ ŋ ˥˩
3082	2 xia	黃 (xia)	Baxter	w a ng .	1541		?	w a ng .
3083	2 xia	黝 (xia)	Zhou	i əu . ˥	1542		?	i əu . ˥
3084	2 xia	黝 (xia)	Baxter	j iw . X	1542		?	j iw . X
3085	2 xia	黤 (xia)	Zhou	. a m ˥	1543		?	. a m ˥
3086	2 xia	黤 (xia)	Baxter	. a m X	1543		?	. a m X
3087	2 xia	黨 (xia)	Zhou	. ɑ ŋ ˥	1544		?	. ɑ ŋ ˥
3088	2 xia	黨 (xia)	Baxter	. a ng X	1544		?	. a ng X
3089	2 xia	𡋡 (xia)	Zhou	ĭw ɐ n ˥˩	1545		?	ĭw ɐ n ˥˩
3090	2 xia	𡋡 (xia)	Baxter	j o n .	1545		?	j o n .
3091	2 xia	𡚁 (xia)	Zhou	ĭ ɛi . ˩˥	1546		?	ĭ ɛi . ˩˥
3092	2 xia	𡚁 (xia)	Baxter	ji ej . H	1546		?	ji ej . H
3093	2 xia	𢈔 (xia)	Zhou	ĭ u . ˥	1547		?	ĭ u . ˥
3094	2 xia	𢈔 (xia)	Baxter	j u . X	1547		?	j u . X
3095	2 xia	𤓰 (xia)	Zhou	w a . ˥˩	1548		?	w a . ˥˩
3096	2 xia	𤓰 (xia)	Baxter	w æ . .	1548		?	w æ . .
3097	2 xia	𤣥 (xia)	Zhou	i e n ˥˩	1549		?	i e n ˥˩
3098	2 xia	𤣥 (xia)	Baxter	. e n .	1549		?	. e n .
3099	2 xia	𥬇 (xia)	Zhou	ĭ ɛu . ˩˥	1550		?	ĭ ɛu . ˩˥
3100	2 xia	𥬇 (xia)	Baxter	ji ew . H	1550		?	ji ew . H
3101	2 xia	𥳑 (xia)	Zhou	. æ n ˥	1551		?	. æ n ˥
3102	2 xia	𥳑 (xia)	Baxter	. ɛ n X	1551		?	. ɛ n X
3103	2 xia	𦵔 (xia)	Zhou	ĭ o . ˥˩	1552		?	ĭ o . ˥˩
3104	2 xia	𦵔 (xia)	Baxter	j o . .	1552		?	j o . .
3105	2 xia	𩏩 (xia)	Zhou	ĭ ɐ m ˩	1553		?	ĭ ɐ m ˩
3106	2 xia	𩏩 (xia)	Baxter	j æ m .	1553		?	j æ m .
#@highlight=TOKENS								
#@sampa=								
#@pinyin=								
#@css=menu:show|database:hide								
#@basics=COGID|CONCEPT|DOCULECT|FORM|NOTE|TOKENS|TYPE|ALIGNMENT								
#@_selected_doculects=Baxter|Zhou								
